Date,Price,Open,High,Low,
11/04/19,2639.74,2708.14,2711.09,2634.25,
11/01/19,2703.3,2704.15,2755.08,2667.3,
10/31/2019,2700.35,2691.17,2712.14,2685.63,
10/30/2019,2680.68,2713.14,2713.14,2673.19,
10/29/2019,2697.71,2680.68,2716.13,2661.96,
10/27/2019,2665.1,2658.21,2688.12,2646.23,
10/25/2019,2653.77,2701.15,2704.15,2626.26,
10/24/2019,2692.17,2726.12,2745.84,2646.23,
10/23/2019,2709.04,2666.25,2734.11,2630.25,
10/22/2019,2670.85,2656.22,2709.59,2637.44,
10/18/2019,2642.39,2625.26,2658.26,2602.14,
10/17/2019,2625.46,2605.29,2640.24,2578.33,
10/16/2019,2598.65,2688.57,2688.57,2588.61,
10/15/2019,2671.9,2616.42,2696.11,2606.29,
10/14/2019,2605.49,2586.32,2624.71,2568.19,
10/11/19,2594.16,2611.13,2631.25,2564.25,
10/10/19,2598.15,2600.65,2631.25,2577.48,
10/09/19,2600.65,2676.19,2686.17,2579.33,
10/07/19,2670.2,2645.23,2680.18,2602.59,
10/04/19,2664.51,2677.99,2711.14,2655.22,
10/03/19,2663.66,2706.15,2730.11,2651.22,
10/01/19,2684.53,2711.84,2735.01,2633.25,
09/30/2019,2700.9,2730.11,2754.83,2664.41,
09/27/2019,2725.27,2752.48,2774.5,2703.15,
09/26/2019,2756.18,2691.17,2771.05,2681.03,
09/25/2019,2700.4,2746.09,2746.09,2642.84,
09/24/2019,2752.03,2840.95,2841.25,2720.78,
09/23/2019,2816.34,2870.91,3018.6,2766.76,
09/20/2019,2858.83,2531.4,3012.26,2529.25,
09/19/2019,2528.65,2557.36,2591.31,2509.88,
09/18/2019,2572.44,2586.32,2613.28,2513.42,
09/17/2019,2565.3,2741,2758.07,2551.37,
09/16/2019,2734.76,2751.08,2790.03,2718.53,
09/13/2019,2772.65,2738.1,2781.04,2714.14,
09/12/19,2736.85,2743.09,2762.07,2716.13,
09/11/19,2756.23,2683.18,2766.06,2676.19,
09/09/19,2687.77,2634.2,2693.86,2617.27,
09/06/19,2656.17,2608.69,2666.2,2586.42,
09/05/19,2602.19,2571.29,2610.28,2563.5,
09/04/19,2562.45,2558.46,2585.57,2526.65,
09/03/19,2553.81,2568.19,2616.22,2545.33,
08/30/2019,2568.39,2556.21,2575.33,2516.97,
08/29/2019,2544.13,2561.25,2574.13,2529.7,
08/28/2019,2564.85,2594.06,2622.27,2551.37,
08/27/2019,2610.73,2634.25,2634.25,2577.73,
08/26/2019,2587.27,2691.17,2691.17,2553.71,
08/23/2019,2636.45,2621.27,2666.2,2608.88,
08/22/2019,2622.52,2709.14,2710.39,2602.29,
08/21/2019,2710.39,2660.01,2718.13,2659.76,
08/20/2019,2665.45,2651.22,2673.99,2627.86,
08/19/2019,2627.76,2668.2,2696.11,2612.48,
08/16/2019,2665.2,2557.91,2676.19,2543.43,
08/14/2019,2630.4,2585.27,2643.93,2576.33,
08/13/2019,2563.15,2611.88,2647.28,2543.23,
08/09/19,2618.52,2610.13,2638.14,2596.3,
08/08/19,2584.22,2496.94,2625.26,2491.45,
08/07/19,2501.69,2471.48,2525.2,2465.09,
08/06/19,2465.04,2395.84,2480.47,2376.67,
08/05/19,2395.84,2386.55,2431.54,2342.66,
08/02/19,2398.53,2333.68,2426.54,2285.3,
08/01/19,2365.18,2331.68,2377.61,2298.13,
07/31/2019,2352.75,2266.77,2366.53,2222.44,
07/30/2019,2255.59,2404.58,2421.2,2242.11,
07/29/2019,2401.13,2426.64,2447.51,2327.74,
07/26/2019,2463.79,2394.39,2484.01,2363.13,
07/25/2019,2383.11,2412.56,2444.52,2376.72,
07/24/2019,2399.98,2449.06,2489.11,2392.89,
07/23/2019,2465.79,2412.12,2476.47,2398.28,
07/22/2019,2400.28,2384.01,2450.51,2357.29,
07/19/2019,2384.01,2476.52,2503.78,2375.57,
07/18/2019,2475.92,2516.32,2551.37,2463.14,
07/17/2019,2519.36,2517.42,2552.96,2501.49,
07/16/2019,2540.73,2511.42,2565.8,2483.61,
07/15/2019,2541.93,2548.37,2576.23,2510.62,
07/12/19,2566.15,2498.44,2580.72,2468.88,
07/11/19,2504.23,2424.55,2516.42,2381.86,
07/10/19,2396.59,2446.52,2455.5,2388.6,
07/09/19,2440.62,2376.62,2455,2370.22,
07/08/19,2376.77,2495.45,2495.45,2356.64,
07/05/19,2508.73,2614.28,2616.27,2496.45,
07/04/19,2602.44,2586.57,2614.28,2581.32,
07/03/19,2583.82,2597.3,2610.08,2578.73,
07/02/19,2593.36,2592.81,2615.08,2567.39,
07/01/19,2612.78,2592.31,2635.75,2586.32,
06/28/2019,2577.83,2594.85,2596.9,2568.39,
06/27/2019,2594.71,2581.32,2614.08,2567.39,
06/26/2019,2569.94,2573.34,2600.25,2554.16,
06/25/2019,2580.97,2567.34,2599.8,2546.37,
06/24/2019,2582.57,2602.29,2602.29,2537.09,
06/21/2019,2602.29,2656.17,2695.16,2589.21,
06/20/2019,2661.91,2606.29,2665.9,2596.3,
06/19/2019,2602.44,2676.19,2676.19,2568.89,
06/18/2019,2664.01,2646.28,2679.18,2631.25,
06/17/2019,2644.48,2661.21,2680.38,2632.25,
06/14/2019,2666.5,2696.16,2715.63,2656.32,
06/13/2019,2701.25,2726.12,2768.06,2681.53,
06/12/19,2724.17,2763.07,2765.96,2716.18,
06/11/19,2772.2,2756.08,2789.03,2741.4,
06/10/19,2741.1,2790.03,2790.03,2713.34,
06/07/19,2758.87,2786.03,2808,2728.02,
